"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2014",1.22254868082861,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2015",1.22438098323656,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2016",1.22079031440875,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2017",1.23193042181019,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2018",1.2519956567309,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2019",1.2754379020754,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2020",1.3002459208741,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2021",1.32410712332652,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2022",1.35355423602297,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2023",1.37688916311037,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2024",1.41033048177872,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2025",1.44085494788081,
"BGD","MEATCONSUMP","POULTRY","KG_CAP","A","2026",1.43510844800504,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1990",0.622740560432537,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1991",0.656899918974971,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1992",0.689807659351786,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1993",0.729180945211378,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1994",0.759185431990746,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1995",0.795083788202716,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1996",0.865546679679622,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1997",0.897275327331914,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1998",0.913690922962571,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","1999",0.888569431953252,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.884821337844378,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.874894955046516,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.904363155833957,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.95237978423836,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2004",1.02468131537784,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2005",1.05898006842231,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2006",1.00856646306622,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2007",1.03252078940635,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2008",1.0625118084036,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2009",1.09775576455193,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2010",1.13180084684558,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2011",1.16449457096126,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2012",1.15627346305384,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2013",1.16469228713966,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2014",1.16169784151135,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2015",1.1642551313812,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2016",1.16677304385969,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2017",1.19148878009605,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2018",1.21553497579801,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2019",1.23947000217804,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2020",1.26333132037675,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2021",1.28669384931731,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2022",1.30981557589138,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2023",1.33293847183812,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2024",1.3560417966348,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2025",1.37912814375866,
"BGD","MEATCONSUMP","SHEEP","KG_CAP","A","2026",1.4020033747972,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1990",19.2760862774176,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1991",19.3606499301987,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1992",18.8339863848662,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1993",18.9706637420093,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1994",21.1281562891339,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1995",23.101616371311,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1996",25.4176031909373,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1997",23.8062940190746,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1998",23.6656928038194,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","1999",23.3326000314658,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2000",24.4987700752187,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2001",23.858544322726,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2002",24.6546207697783,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2003",24.5959978121776,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2004",24.6017386423997,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2005",23.7806607024731,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2006",23.4344211103657,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2007",25.0926547321768,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2008",25.2427784417587,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2009",26.4975879502363,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2010",25.0503652874222,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2011",24.524868161147,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2012",24.7135739589864,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2013",26.2477616055786,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2014",26.4644077745785,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2015",25.6052132871387,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2016",25.6606930328434,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2017",26.4675427489065,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2018",26.4172077091905,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2019",26.113259537553,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2020",26.0026315437068,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2021",26.1360471417968,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2022",26.2137210231833,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2023",26.1610563404194,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2024",26.0320269464691,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2025",26.0202635717239,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2026",26.1729466310174,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1990",5.39386293695584,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1991",5.58028751468151,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1992",5.73282070553044,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1993",5.85696088680585,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1994",6.2736603830059,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1995",6.7288833930773,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1996",7.29149240980912,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1997",6.82719255296063,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1998",7.22277427703441,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","1999",7.5412569362185,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2000",10.7357887745165,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2001",10.8449097421,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2002",10.3085366289393,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2003",9.35632891331067,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2004",8.86188159146437,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2005",8.63269172859568,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2006",9.91529558051875,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2007",9.71721052262282,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2008",10.0404199393524,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2009",10.2796041290993,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2010",10.6345898145414,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2011",11.2540195633915,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2012",11.2698795225832,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2013",11.176100587904,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2014",11.6892460831486,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2015",11.225649707973,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2016",11.5282794181857,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2017",11.8451279565306,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2018",12.1159112232247,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2019",12.4737715839913,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2020",12.6597438721118,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2021",12.8202503961484,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2022",13.0036488300861,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2023",13.317680517706,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2024",13.4120366190781,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2025",13.4558584461479,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2026",13.5767941021278,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1990",12.0359354415513,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1991",13.2709056814745,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1992",14.1662893473597,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1993",15.2031481465757,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1994",16.1712858167154,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1995",19.5609355393658,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1996",18.545568836844,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1997",21.2558485182861,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1998",22.3235842756831,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","1999",24.59259591788,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2000",25.8032700208089,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2001",27.4521478084143,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2002",29.2741167150869,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2003",28.013762430005,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2004",28.9234084592551,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2005",31.2873854457393,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2006",31.5567586102695,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2007",33.8898765495805,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2008",35.7079846717017,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2009",35.2832293139215,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2010",39.2692771179794,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2011",40.7245148124266,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2012",39.9074390026513,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2013",37.8014544951834,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2014",37.9548393394424,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2015",39.3631624043178,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2016",39.6,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2017",39.9045878876253,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2018",39.8958695844217,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2019",40.0484047756925,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2020",40.0111327197582,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2021",39.8300210171617,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2022",39.8808035060923,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2023",39.8792807227353,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2024",39.9515888329714,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2025",39.9729878957064,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2026",39.8230672873905,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1990",0.668727249595634,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1991",0.666600417939439,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1992",0.662496451547435,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1993",0.676056045633588,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1994",0.648934240802824,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1995",0.693573444001548,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1996",0.540711169193272,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1997",0.562563514681799,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1998",0.390671911704113,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","1999",0.390774068072234,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.406701778324302,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.374265227531652,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.348373680812952,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.344449834673039,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.373847499265822,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.375936894906834,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2006",0.387750191780741,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2007",0.41430526219478,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2008",0.387094780083243,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2009",0.411695955356634,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.401160455952879,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.394883591655483,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.400568560767785,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.407545997753631,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.407639988832947,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.388258966980237,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.389126532954732,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.386311506784532,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.383622522241531,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.381058654062265,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2020",0.378608256684728,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2021",0.376272188118999,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2022",0.373996121037255,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2023",0.371708949610719,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2024",0.369738083387047,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2025",0.367879957883499,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2026",0.361856493448863,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1990",13.0505585486866,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1991",12.6852902303047,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1992",12.1766588486424,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1993",13.7168437034607,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1994",14.662567915356,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1995",15.9785937569352,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1996",16.5323471348331,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1997",17.6030401389057,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1998",16.519470051614,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1999",15.5135215961037,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2000",15.6884562624956,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2001",14.2657903612481,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2002",14.995609393646,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2003",15.5760566129261,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2004",15.8359894225645,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2005",16.3078221012303,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2006",14.4904123102779,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2007",15.5624533035286,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2008",14.6762513862239,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2009",14.6821501655381,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2010",15.3863785295959,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2011",14.1210175271535,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2012",14.6131567869228,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2013",17.0461366547127,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2014",17.4973891846093,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2015",16.2635236854627,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2016",17.7588056375935,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2017",18.1045851178486,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2018",17.8403770343485,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2019",17.8104642040563,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2020",17.8422967044582,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2021",17.924900904049,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2022",18.0357496351956,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2023",18.1158916645136,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2024",18.2051582767806,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2025",18.2645738505814,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2026",18.2696958135972,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1990",7.18199251209935,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1991",7.06751884259831,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1992",7.58903628968655,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1993",8.09511506182015,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1994",8.7546468401487,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1995",9.39693489991186,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1996",9.91524046229444,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1997",10.5823803777836,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1998",11.6562678980648,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","1999",12.3921262870082,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2000",12.6997402111518,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2001",13.7123480149651,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2002",13.4979783911403,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2003",14.2816545205213,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2004",13.4304272198035,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2005",13.9073106879292,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2006",16.2901964590322,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2007",16.7724613823978,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2008",18.1341530609693,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2009",17.2406826873029,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2010",17.6490812545364,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2011",18.5916072671209,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2012",19.5129637851354,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2013",19.5711952152473,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2014",17.8723332385652,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2015",17.4268767573526,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2016",18.6699095790005,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2017",18.6362001373607,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2018",18.624117345972,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2019",18.6311383158455,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2020",18.6289719921204,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2021",18.6198390481174,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2022",18.6178774013801,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2023",18.6352763712625,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2024",18.654607958173,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2025",18.6832837385898,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2026",18.7163145192357,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1990",7.8349009222902,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1991",8.69848472935177,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1992",13.0375751643333,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1993",15.2641617339252,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1994",16.7972547898198,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1995",19.2814000855292,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1996",20.1722420502333,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1997",20.0190899454367,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1998",21.5409020861325,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","1999",21.7936941940445,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2000",23.9571955631991,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2001",24.6379510392345,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2002",23.6069876580538,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2003",23.7213805853673,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2004",26.0464321264466,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2005",25.8589252244422,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2006",29.5140029963642,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2007",30.4154239584029,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2008",28.6532331607587,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2009",27.4510456352837,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2010",29.0143137986665,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2011",31.4627199905124,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2012",31.5289928251183,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2013",32.0940746468303,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2014",31.7069806588544,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2015",33.0463212344009,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2016",34.7499014165681,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2017",34.7957080684387,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2018",34.7612479462397,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2019",34.8134927522647,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2020",34.816327297355,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2021",34.8509415493343,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2022",34.9303497378965,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2023",35.0343899021452,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2024",35.1379485014084,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2025",35.2405627078766,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2026",35.3659063619928,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1990",0.803579581773354,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1991",0.922566562203976,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1992",0.972953308613945,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1993",0.958001782463922,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1994",0.754932799542465,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1995",0.743976852174759,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1996",0.672408068341111,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1997",0.783880027983969,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1998",0.773568363709173,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1999",0.763660387435308,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.696092849293921,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.630273166119952,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.622726293138109,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.559466523239794,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.553002805232412,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.492030289682833,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2006",0.594604455970707,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2007",0.587995893747684,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2008",0.687254669907497,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2009",0.52287705971969,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.465470274844917,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.562747837228676,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.506083351928063,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.45061883279481,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.39633725823568,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.441271351794671,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.436800436800437,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.434652611445255,
